timestamp,millis,temperature_C,humidity_pct,soil_moisture_pct,buzzer_state
2026-09-13T12:43:36+05:30,80977,26.70,46.00,15,0
2026-09-13T12:43:38+05:30,83038,26.70,46.00,13,0
2026-09-13T12:43:40+05:30,85099,26.70,46.00,13,0
2026-09-13T12:43:42+05:30,87160,26.70,46.00,15,0
2026-09-13T12:43:44+05:30,89221,26.70,46.00,14,0
2026-09-13T12:43:47+05:30,91282,26.70,46.00,15,0
2026-09-13T12:43:48+05:30,93343,26.70,46.00,16,0
2026-09-13T12:43:51+05:30,95404,26.70,46.00,16,0
2026-09-13T12:43:53+05:30,97465,26.70,46.00,16,0
2026-09-13T12:43:55+05:30,99526,26.70,46.00,16,0
2026-09-13T12:43:57+05:30,101587,26.70,46.00,16,0
2026-09-13T12:43:59+05:30,103648,26.70,46.00,16,0
2026-09-13T12:44:01+05:30,105709,26.70,46.00,16,0
2026-09-13T12:44:03+05:30,107770,26.70,46.00,16,0
2026-09-13T12:44:05+05:30,109831,26.70,46.00,16,0
2026-09-13T12:44:07+05:30,111892,26.70,46.00,16,0
2026-09-13T12:44:09+05:30,113953,26.70,46.00,16,0
2026-09-13T12:44:11+05:30,116014,26.70,46.00,16,0
2026-09-13T12:44:13+05:30,118075,26.70,46.00,16,0
2026-09-13T12:44:15+05:30,120136,26.70,46.00,16,0
2026-09-13T12:44:17+05:30,122197,26.70,46.00,16,0
2026-09-13T12:44:19+05:30,124258,26.70,46.00,16,0
2026-09-13T12:44:21+05:30,126319,26.70,46.00,16,0
2026-09-13T12:44:23+05:30,128380,26.70,46.00,18,0
2026-09-13T12:44:26+05:30,130441,26.70,46.00,18,0
2026-09-13T12:44:28+05:30,132502,26.70,46.00,18,0
2026-09-13T12:44:30+05:30,134563,26.70,46.00,18,0
2026-09-13T12:44:32+05:30,136624,26.70,46.00,18,0
2026-09-13T12:44:34+05:30,138685,26.70,46.00,2,0
2026-09-13T12:44:36+05:30,140745,26.70,46.00,15,0
2026-09-13T12:44:38+05:30,142806,26.70,46.00,18,0
2026-09-13T12:44:40+05:30,144867,26.70,46.00,15,0
2026-09-13T12:44:42+05:30,146928,26.70,46.00,14,0
2026-09-13T12:44:44+05:30,148989,26.70,46.00,29,0
2026-09-13T12:44:46+05:30,151050,26.70,46.00,18,0
2026-09-13T12:44:48+05:30,153111,26.70,46.00,15,0
2026-09-13T12:44:50+05:30,155172,26.70,46.00,15,0
2026-09-13T12:44:52+05:30,157233,26.70,46.00,15,0
2026-09-13T12:44:54+05:30,159294,26.70,46.00,15,0
2026-09-13T12:44:56+05:30,161355,26.70,46.00,15,0
2026-09-13T12:44:59+05:30,163416,26.70,46.00,15,0
2026-09-13T12:45:01+05:30,165477,26.70,46.00,15,0
2026-09-13T12:45:03+05:30,167538,26.70,46.00,15,0
2026-09-13T12:45:05+05:30,169599,26.70,46.00,15,0
2026-09-13T12:45:07+05:30,171660,26.70,46.00,15,0
2026-09-13T12:45:09+05:30,173721,26.70,46.00,15,0
2026-09-13T12:45:11+05:30,175782,26.70,46.00,15,0
2026-09-13T12:45:13+05:30,177843,26.70,46.00,15,0
2026-09-13T12:45:15+05:30,179904,26.70,46.00,15,0
2026-09-13T12:45:17+05:30,181965,26.70,46.00,15,0
2026-09-13T12:45:19+05:30,184026,26.70,46.00,15,0
2026-09-13T12:45:21+05:30,186087,26.70,46.00,15,0
2026-09-13T12:45:23+05:30,188148,26.70,46.00,15,0
2026-09-13T12:45:25+05:30,190209,26.70,46.00,15,0
2026-09-13T12:45:27+05:30,192270,26.70,46.00,15,0
2026-09-13T12:45:29+05:30,194331,26.70,46.00,15,0
2026-09-13T12:45:52+05:30,2662,26.70,46.00,15,0
2026-09-13T12:45:54+05:30,4724,26.70,46.00,15,0
2026-09-13T12:45:57+05:30,6785,26.70,46.00,14,0
2026-09-13T12:45:59+05:30,8846,26.70,46.00,15,0
2026-09-13T12:46:01+05:30,10907,26.70,46.00,14,0
2026-09-13T12:46:03+05:30,12968,26.70,46.00,15,0
2026-09-13T12:46:05+05:30,15029,26.70,46.00,15,0
2026-09-13T12:46:07+05:30,17090,26.70,46.00,15,0
2026-09-13T12:46:09+05:30,19151,26.70,46.00,15,0
2026-09-13T12:46:11+05:30,21212,26.70,46.00,14,0
2026-09-13T12:46:13+05:30,23273,26.70,46.00,15,0
2026-09-13T12:46:15+05:30,25334,26.70,46.00,15,0
2026-09-13T12:46:17+05:30,27395,26.70,46.00,15,0
2026-09-13T12:46:19+05:30,29456,26.70,46.00,14,0
2026-09-13T12:46:21+05:30,31517,26.70,46.00,14,0
2026-09-13T12:46:23+05:30,33578,26.70,46.00,15,0
2026-09-13T12:46:25+05:30,35639,26.70,46.00,13,0
2026-09-13T12:46:27+05:30,37700,26.70,46.00,13,0
2026-09-13T12:46:29+05:30,39761,26.70,46.00,13,0
2026-09-13T12:46:31+05:30,41822,26.70,46.00,13,0
2026-09-13T12:46:34+05:30,43883,26.70,46.00,13,0
2026-09-13T12:46:36+05:30,45944,26.70,46.00,13,0
2026-09-13T12:46:38+05:30,48005,26.70,46.00,13,0
2026-09-13T12:46:40+05:30,50066,26.70,46.00,13,0
2026-09-13T12:46:42+05:30,52127,26.70,46.00,13,0
2026-09-13T12:46:44+05:30,54188,26.70,46.00,13,0
2026-09-13T12:46:46+05:30,56249,26.70,46.00,13,0
2026-09-13T12:46:48+05:30,58310,26.70,46.00,13,0
2026-09-13T12:46:50+05:30,60371,26.70,46.00,13,0
2026-09-13T12:46:52+05:30,62432,26.70,46.00,13,0
2026-09-13T12:46:54+05:30,64493,26.70,46.00,13,0
2026-09-13T12:46:56+05:30,66554,26.70,46.00,13,0
2026-09-13T12:46:58+05:30,68615,26.70,46.00,13,0
2026-09-13T12:47:00+05:30,70676,26.70,46.00,13,0
2026-09-13T12:47:02+05:30,72737,26.70,46.00,13,0
2026-09-13T12:47:05+05:30,74798,26.70,46.00,13,0
2026-09-13T12:47:07+05:30,76859,26.70,46.00,13,0
2026-09-13T12:47:09+05:30,78920,26.70,46.00,13,0
2026-09-13T12:47:11+05:30,80981,26.70,46.00,13,0
2026-09-13T12:47:13+05:30,83042,26.70,46.00,13,0
2026-09-13T12:47:15+05:30,85103,26.70,46.00,13,0
2026-09-13T12:47:17+05:30,87164,26.70,46.00,13,0
2026-09-13T12:47:19+05:30,89225,26.70,46.00,13,0
2026-09-13T12:47:21+05:30,91286,26.70,46.00,13,0
2026-09-13T12:47:23+05:30,93347,26.70,46.00,13,0
2026-09-13T12:47:25+05:30,95408,26.70,46.00,13,0
2026-09-13T12:47:27+05:30,97469,26.70,46.00,13,0
2026-09-13T12:47:29+05:30,99530,26.70,46.00,13,0
2026-09-13T12:47:31+05:30,101591,26.70,46.00,13,0
2026-09-13T12:47:33+05:30,103652,26.70,46.00,13,0
2026-09-13T12:47:35+05:30,105713,26.70,46.00,13,0
2026-09-13T12:47:37+05:30,107774,26.70,46.00,13,0
2026-09-13T12:47:39+05:30,109835,26.70,46.00,13,0
2026-09-13T12:47:42+05:30,111896,26.70,46.00,13,0
2026-09-13T12:47:44+05:30,113957,26.70,46.00,13,0
2026-09-13T12:47:46+05:30,116018,26.70,46.00,13,0
2026-09-13T12:47:48+05:30,118079,26.70,46.00,13,0
2026-09-13T12:47:50+05:30,120140,26.70,46.00,13,0
2026-09-13T12:47:52+05:30,122201,26.70,46.00,13,0
2026-09-13T12:47:54+05:30,124262,26.70,46.00,13,0
2026-09-13T12:47:56+05:30,126323,26.70,46.00,13,0
2026-09-13T12:47:58+05:30,128384,26.70,46.00,13,0
2026-09-13T12:48:00+05:30,130445,26.70,46.00,13,0
2026-09-13T12:48:02+05:30,132506,26.70,46.00,13,0
2026-09-13T12:48:04+05:30,134567,26.70,46.00,13,0
2026-09-13T12:48:06+05:30,136628,26.70,46.00,13,0
2026-09-13T12:48:08+05:30,138689,26.70,46.00,13,0
2026-09-13T12:48:10+05:30,140750,26.70,46.00,13,0
2026-09-13T12:48:12+05:30,142811,26.70,46.00,13,0
2026-09-13T12:48:15+05:30,144872,26.70,46.00,13,0
2026-09-13T12:48:17+05:30,146933,26.70,46.00,13,0
2026-09-13T12:48:19+05:30,148994,26.70,46.00,13,0
2026-09-13T12:48:21+05:30,151055,26.70,46.00,13,0
2026-09-13T12:48:23+05:30,153116,26.70,46.00,13,0
2026-09-13T12:48:25+05:30,155177,26.70,46.00,13,0
2026-09-13T12:48:27+05:30,157238,26.70,46.00,13,0
2026-09-13T12:48:29+05:30,159299,26.70,46.00,13,0
2026-09-13T12:48:31+05:30,161360,26.70,46.00,13,0
2026-09-13T12:48:33+05:30,163421,26.70,46.00,13,0
2026-09-13T12:48:35+05:30,165482,26.70,46.00,13,0
2026-09-13T12:48:37+05:30,167543,26.70,46.00,13,0
2026-09-13T12:48:39+05:30,169604,26.70,46.00,13,0
2026-09-13T12:48:41+05:30,171665,26.70,46.00,14,0
2026-09-13T12:48:43+05:30,173726,26.70,46.00,13,0
2026-09-13T12:48:46+05:30,175787,26.70,46.00,13,0
2026-09-13T12:48:48+05:30,177848,26.70,46.00,13,0
2026-09-13T12:48:50+05:30,179909,26.70,46.00,13,0
2026-09-13T12:48:52+05:30,181970,26.70,47.00,14,0
2026-09-13T12:48:54+05:30,184031,26.70,47.00,13,0
2026-09-13T12:48:56+05:30,186092,26.70,47.00,14,0
2026-09-13T12:48:58+05:30,188153,26.70,47.00,13,0
2026-09-13T12:49:00+05:30,190214,26.70,47.00,13,0
2026-09-13T12:49:02+05:30,192275,26.70,47.00,13,0
2026-09-13T12:49:04+05:30,194336,26.70,47.00,14,0
2026-09-13T12:49:06+05:30,196397,26.70,47.00,13,0
2026-09-13T12:49:08+05:30,198458,26.70,47.00,14,0
2026-09-13T12:49:10+05:30,200519,26.70,47.00,13,0
2026-09-13T12:49:12+05:30,202580,26.70,47.00,14,0
2026-09-13T12:49:14+05:30,204641,26.70,47.00,14,0
2026-09-13T12:49:16+05:30,206702,26.70,47.00,13,0
2026-09-13T12:49:18+05:30,208763,26.70,47.00,13,0
2026-09-13T12:49:20+05:30,210824,27.00,47.00,14,0
2026-09-13T12:49:23+05:30,212885,27.10,47.00,13,0
2026-09-13T12:49:25+05:30,214946,27.10,48.00,13,0
2026-09-13T12:49:27+05:30,217007,27.10,48.00,13,0
2026-09-13T12:49:29+05:30,219068,27.10,48.00,13,0
2026-09-13T12:49:31+05:30,221129,27.10,48.00,14,0
2026-09-13T12:49:33+05:30,223190,27.10,48.00,13,0
2026-09-13T12:49:35+05:30,225251,27.10,48.00,13,0
2026-09-13T12:49:37+05:30,227312,27.10,48.00,13,0
2026-09-13T12:49:39+05:30,229373,27.10,48.00,13,0
2026-09-13T12:49:41+05:30,231434,27.10,48.00,13,0
2026-09-13T12:49:43+05:30,233495,27.10,48.00,13,0
2026-09-13T12:49:45+05:30,235556,27.10,48.00,13,0
2026-09-13T12:49:47+05:30,237617,27.10,48.00,13,0
2026-09-13T12:49:49+05:30,239678,27.10,48.00,13,0
2026-09-13T12:49:51+05:30,241739,27.10,48.00,13,0
2026-09-13T12:49:53+05:30,243800,27.10,48.00,13,0
2026-09-13T12:49:56+05:30,245861,27.10,48.00,13,0
2026-09-13T12:49:58+05:30,247922,27.10,48.00,13,0
2026-09-13T12:50:00+05:30,249983,27.10,48.00,14,0
2026-09-13T12:50:02+05:30,252044,27.10,48.00,13,0
2026-09-13T12:50:04+05:30,254105,27.10,48.00,13,0
2026-09-13T12:50:06+05:30,256166,27.10,48.00,13,0
2026-09-13T12:50:08+05:30,258227,27.10,48.00,13,0
2026-09-13T12:50:10+05:30,260288,27.10,48.00,14,0
2026-09-13T12:50:12+05:30,262349,27.10,48.00,13,0
2026-09-13T12:50:14+05:30,264410,27.10,48.00,13,0
2026-09-13T12:50:16+05:30,266471,27.10,49.00,13,0
2026-09-13T12:50:18+05:30,268532,27.10,49.00,13,0
2026-09-13T12:50:20+05:30,270593,27.10,49.00,14,0
2026-09-13T12:50:22+05:30,272654,27.10,49.00,13,0
2026-09-13T12:50:24+05:30,274715,27.10,49.00,13,0
2026-09-13T12:50:26+05:30,276776,27.10,49.00,14,0
2026-09-13T12:50:28+05:30,278837,27.10,49.00,13,0
2026-09-13T12:50:31+05:30,280898,27.10,49.00,13,0
2026-09-13T12:50:33+05:30,282959,27.10,49.00,14,0
2026-09-13T12:50:35+05:30,285020,27.10,49.00,14,0
2026-09-13T12:50:37+05:30,287081,27.10,49.00,13,0
2026-09-13T12:50:39+05:30,289142,27.10,49.00,14,0
2026-09-13T12:50:41+05:30,291203,27.10,49.00,13,0
2026-09-13T12:50:43+05:30,293264,27.10,49.00,14,0
2026-09-13T12:50:45+05:30,295325,27.10,49.00,14,0
2026-09-13T12:50:47+05:30,297386,27.10,49.00,13,0
2026-09-13T12:50:49+05:30,299447,27.10,49.00,13,0
2026-09-13T12:50:51+05:30,301508,27.10,49.00,14,0
2026-09-13T12:50:53+05:30,303569,27.10,49.00,14,0
2026-09-13T12:50:55+05:30,305630,27.10,49.00,13,0
2026-09-13T12:50:57+05:30,307691,27.10,49.00,14,0
2026-09-13T12:50:59+05:30,309752,27.10,49.00,13,0
2026-09-13T12:51:01+05:30,311813,27.10,49.00,13,0
2026-09-13T12:51:04+05:30,313874,27.10,49.00,13,0
2026-09-13T12:51:06+05:30,315935,27.10,49.00,13,0
2026-09-13T12:51:08+05:30,317996,27.10,49.00,13,0
2026-09-13T12:51:10+05:30,320057,27.10,49.00,13,0
2026-09-13T12:51:12+05:30,322118,27.10,49.00,13,0
2026-09-13T12:51:14+05:30,324179,27.10,49.00,13,0
2026-09-13T12:51:16+05:30,326240,27.10,49.00,14,0
2026-09-13T12:51:18+05:30,328301,27.10,49.00,13,0
2026-09-13T12:51:20+05:30,330362,27.10,49.00,13,0
2026-09-13T12:51:22+05:30,332423,27.10,49.00,13,0
2026-09-13T12:51:24+05:30,334484,27.10,49.00,14,0
2026-09-13T12:51:26+05:30,336545,27.10,49.00,13,0
2026-09-13T12:51:28+05:30,338606,27.10,49.00,14,0
2026-09-13T12:51:30+05:30,340667,27.10,49.00,13,0
2026-09-13T12:51:32+05:30,342728,27.10,49.00,14,0
2026-09-13T12:51:34+05:30,344789,27.10,49.00,13,0
2026-09-13T12:51:36+05:30,346850,27.10,49.00,13,0
2026-09-13T12:51:39+05:30,348911,27.10,49.00,14,0
2026-09-13T12:51:41+05:30,350972,27.10,49.00,13,0
2026-09-13T12:51:43+05:30,353033,27.10,49.00,13,0
2026-09-13T12:51:45+05:30,355094,27.10,49.00,13,0
2026-09-13T12:51:47+05:30,357155,27.10,49.00,13,0
2026-09-13T12:51:49+05:30,359216,27.10,49.00,13,0
2026-09-13T12:51:51+05:30,361277,27.10,49.00,13,0
2026-09-13T12:51:53+05:30,363338,27.10,49.00,14,0
2026-09-13T12:51:55+05:30,365399,27.10,49.00,13,0
2026-09-13T12:51:57+05:30,367460,27.10,49.00,13,0
2026-09-13T12:51:59+05:30,369521,27.10,49.00,13,0
2026-09-13T12:52:01+05:30,371582,27.10,49.00,13,0
2026-09-13T12:52:03+05:30,373643,27.10,49.00,13,0
2026-09-13T12:52:05+05:30,375704,27.10,49.00,13,0
2026-09-13T12:52:07+05:30,377765,27.10,49.00,13,0
2026-09-13T12:52:10+05:30,379826,27.10,49.00,13,0
2026-09-13T12:52:12+05:30,381887,27.10,49.00,13,0
2026-09-13T12:52:14+05:30,383948,27.10,49.00,13,0
2026-09-13T12:52:16+05:30,386009,27.10,49.00,14,0
2026-09-13T12:52:18+05:30,388070,27.10,49.00,14,0
2026-09-13T12:52:20+05:30,390131,27.10,49.00,13,0
2026-09-13T12:52:22+05:30,392192,27.10,49.00,13,0
2026-09-13T12:52:24+05:30,394253,27.10,49.00,13,0
2026-09-13T12:52:26+05:30,396314,27.10,49.00,13,0
2026-09-13T12:52:28+05:30,398375,27.10,49.00,14,0
2026-09-13T12:52:30+05:30,400436,27.10,49.00,13,0
2026-09-13T12:52:32+05:30,402497,27.10,49.00,13,0
2026-09-13T12:52:34+05:30,404558,27.10,49.00,14,0
2026-09-13T12:52:36+05:30,406619,27.10,49.00,13,0
2026-09-13T12:52:38+05:30,408680,27.10,49.00,14,0
2026-09-13T12:52:40+05:30,410741,27.10,49.00,14,0
2026-09-13T12:52:42+05:30,412802,27.10,49.00,14,0
2026-09-13T12:52:45+05:30,414863,27.10,49.00,13,0
2026-09-13T12:52:47+05:30,416924,27.10,49.00,13,0
2026-09-13T12:52:49+05:30,418985,27.10,49.00,13,0
2026-09-13T12:52:51+05:30,421046,27.10,49.00,13,0
2026-09-13T12:52:53+05:30,423107,27.10,49.00,13,0
2026-09-13T12:52:55+05:30,425168,27.10,49.00,13,0
2026-09-13T12:52:57+05:30,427229,27.10,49.00,13,0
2026-09-13T12:52:59+05:30,429290,27.10,49.00,13,0
2026-09-13T12:53:01+05:30,431351,27.10,49.00,14,0
2026-09-13T12:53:03+05:30,433412,27.10,49.00,13,0
2026-09-13T12:53:05+05:30,435473,27.10,49.00,13,0
2026-09-13T12:53:07+05:30,437534,27.10,49.00,13,0
2026-09-13T12:53:09+05:30,439595,27.10,49.00,13,0
2026-09-13T12:53:11+05:30,441656,27.10,49.00,13,0
2026-09-13T12:53:13+05:30,443717,27.10,49.00,13,0
2026-09-13T12:53:16+05:30,445778,27.10,49.00,14,0
2026-09-13T12:53:18+05:30,447839,27.10,49.00,13,0
2026-09-13T12:53:20+05:30,449900,27.10,49.00,13,0
2026-09-13T12:53:22+05:30,451961,27.10,49.00,14,0
2026-09-13T12:53:24+05:30,454022,27.10,49.00,13,0
2026-09-13T12:53:26+05:30,456083,27.10,49.00,14,0
2026-09-13T12:53:28+05:30,458144,27.10,49.00,13,0
2026-09-13T12:53:30+05:30,460205,27.10,49.00,14,0
2026-09-13T12:53:32+05:30,462266,27.10,49.00,14,0
2026-09-13T12:53:34+05:30,464327,27.10,49.00,13,0
2026-09-13T12:53:36+05:30,466388,27.10,49.00,14,0
2026-09-13T12:53:38+05:30,468449,27.10,49.00,14,0
2026-09-13T12:53:40+05:30,470510,27.10,49.00,13,0
2026-09-13T12:53:42+05:30,472571,27.10,49.00,14,0
2026-09-13T12:53:44+05:30,474632,27.10,49.00,13,0
2026-09-13T12:53:46+05:30,476693,27.10,49.00,14,0
2026-09-13T12:53:48+05:30,478754,27.10,49.00,14,0
2026-09-13T12:53:50+05:30,480815,27.10,49.00,14,0
2026-09-13T12:53:53+05:30,482876,27.10,49.00,13,0
2026-09-13T12:53:55+05:30,484937,27.10,49.00,14,0
2026-09-13T12:53:57+05:30,486998,27.10,49.00,14,0
2026-09-13T12:53:59+05:30,489059,27.10,49.00,13,0
2026-09-13T12:54:01+05:30,491120,27.10,49.00,14,0
2026-09-13T12:54:03+05:30,493181,27.10,49.00,13,0
2026-09-13T12:54:05+05:30,495242,27.10,49.00,14,0
2026-09-13T12:54:07+05:30,497303,27.10,49.00,14,0
2026-09-13T12:54:09+05:30,499364,27.10,49.00,14,0
2026-09-13T12:54:11+05:30,501425,27.10,49.00,13,0
2026-09-13T12:54:13+05:30,503486,27.10,49.00,14,0
2026-09-13T12:54:15+05:30,505547,27.10,49.00,14,0
2026-09-13T12:54:17+05:30,507608,27.10,49.00,14,0
2026-09-13T12:54:19+05:30,509669,27.10,49.00,14,0
2026-09-13T12:54:21+05:30,511730,27.10,49.00,14,0
2026-09-13T12:54:23+05:30,513791,27.10,49.00,14,0
2026-09-13T12:54:26+05:30,515852,27.10,49.00,14,0
2026-09-13T12:54:28+05:30,517913,27.10,49.00,14,0
2026-09-13T12:54:30+05:30,519974,27.10,49.00,14,0
2026-09-13T12:54:32+05:30,522035,27.10,49.00,14,0
2026-09-13T12:54:34+05:30,524096,27.10,49.00,14,0
2026-09-13T12:54:36+05:30,526157,27.10,49.00,14,0
2026-09-13T12:54:38+05:30,528218,27.10,49.00,14,0
2026-09-13T12:54:40+05:30,530279,27.10,49.00,13,0
2026-09-13T12:54:42+05:30,532340,27.10,49.00,14,0
2026-09-13T12:54:44+05:30,534401,27.10,49.00,13,0
2026-09-13T12:54:46+05:30,536462,27.10,49.00,14,0
2026-09-13T12:54:48+05:30,538523,27.10,49.00,14,0
2026-09-13T12:54:50+05:30,540584,27.10,49.00,14,0
2026-09-13T12:54:52+05:30,542645,27.10,49.00,14,0
2026-09-13T12:54:54+05:30,544706,27.10,49.00,14,0
2026-09-13T12:54:56+05:30,546767,27.10,49.00,14,0
2026-09-13T12:54:58+05:30,548828,27.10,49.00,14,0
2026-09-13T12:55:01+05:30,550889,27.10,49.00,14,0
2026-09-13T12:55:03+05:30,552950,27.10,49.00,14,0
2026-09-13T12:55:05+05:30,555011,27.10,49.00,2,0
2026-09-13T12:55:07+05:30,557071,27.10,49.00,1,0
2026-09-13T12:55:09+05:30,559131,27.10,49.00,38,0
2026-09-13T12:55:11+05:30,561192,27.10,49.00,48,1
2026-09-13T12:55:13+05:30,563253,27.10,49.00,1,0
2026-09-13T12:55:15+05:30,565313,27.10,48.00,1,0
2026-09-13T12:55:17+05:30,567373,27.10,48.00,1,0
2026-09-13T12:55:19+05:30,569433,27.10,48.00,1,0
2026-09-13T12:55:21+05:30,571493,27.10,48.00,2,0
2026-09-13T12:55:23+05:30,573553,27.10,48.00,7,0
2026-09-13T12:55:25+05:30,575613,27.10,48.00,50,1
2026-09-13T12:55:27+05:30,577674,27.10,48.00,47,1
2026-09-13T12:55:29+05:30,579735,27.10,48.00,47,1
2026-09-13T12:55:32+05:30,581796,27.10,48.00,47,1
2026-09-13T12:55:33+05:30,583857,27.10,48.00,0,0
2026-09-13T12:55:36+05:30,585917,27.10,48.00,0,0
2026-09-13T12:55:38+05:30,587977,27.10,48.00,0,0
2026-09-13T12:55:40+05:30,590037,27.10,48.00,0,0
2026-09-13T12:55:42+05:30,592097,27.10,48.00,26,0
2026-09-13T12:55:44+05:30,594158,27.10,48.00,12,0
2026-09-13T12:55:46+05:30,596219,27.10,48.00,4,0
2026-09-13T12:55:48+05:30,598279,27.10,48.00,3,0
2026-09-13T12:55:50+05:30,600339,27.10,48.00,4,0
2026-09-13T12:55:52+05:30,602399,27.10,48.00,4,0
2026-09-13T12:55:54+05:30,604459,27.10,48.00,4,0
2026-09-13T12:55:56+05:30,606519,27.10,48.00,3,0
2026-09-13T12:55:58+05:30,608579,27.10,48.00,3,0
2026-09-13T12:56:00+05:30,610639,27.10,48.00,3,0
2026-09-13T12:56:02+05:30,612699,27.10,48.00,3,0
2026-09-13T12:56:04+05:30,614759,27.10,48.00,4,0
2026-09-13T12:56:06+05:30,616819,27.10,48.00,4,0
2026-09-13T12:56:09+05:30,618879,27.10,48.00,4,0
2026-09-13T12:56:11+05:30,620939,27.10,48.00,4,0
2026-09-13T12:56:13+05:30,622999,27.10,48.00,4,0
2026-09-13T12:56:15+05:30,625059,27.10,48.00,3,0
2026-09-13T12:56:17+05:30,627119,27.10,48.00,3,0
2026-09-13T12:56:19+05:30,629179,27.10,48.00,3,0
2026-09-13T12:56:21+05:30,631239,27.10,48.00,4,0
2026-09-13T12:56:23+05:30,633299,27.10,48.00,4,0
2026-09-13T12:56:25+05:30,635359,27.10,48.00,4,0
2026-09-13T12:56:27+05:30,637419,27.10,48.00,4,0
2026-09-13T12:56:29+05:30,639479,27.10,48.00,4,0
2026-09-13T12:56:31+05:30,641539,27.10,48.00,3,0
2026-09-13T12:56:33+05:30,643599,27.10,48.00,3,0
2026-09-13T12:56:35+05:30,645659,27.10,48.00,4,0
2026-09-13T12:56:37+05:30,647719,27.10,48.00,3,0
2026-09-13T12:56:39+05:30,649779,27.10,48.00,3,0
2026-09-13T12:56:42+05:30,651839,27.10,48.00,3,0
2026-09-13T12:56:44+05:30,653899,27.10,48.00,4,0
2026-09-13T12:56:46+05:30,655959,27.10,48.00,4,0
2026-09-13T12:56:48+05:30,658019,27.10,48.00,4,0
2026-09-13T12:56:50+05:30,660079,27.10,48.00,3,0
2026-09-13T12:56:52+05:30,662139,27.10,48.00,4,0
2026-09-13T12:56:54+05:30,664199,27.10,48.00,3,0
2026-09-13T12:56:56+05:30,666259,27.10,48.00,3,0
2026-09-13T12:56:58+05:30,668319,27.10,48.00,3,0
2026-09-13T12:57:00+05:30,670379,27.10,48.00,3,0
2026-09-13T12:57:02+05:30,672439,27.10,48.00,3,0
2026-09-13T12:57:04+05:30,674499,27.10,48.00,3,0
2026-09-13T12:57:06+05:30,676559,27.10,48.00,3,0
2026-09-13T12:57:08+05:30,678619,27.10,48.00,4,0
2026-09-13T12:57:10+05:30,680679,27.10,48.00,3,0
2026-09-13T12:57:12+05:30,682739,27.10,48.00,3,0
2026-09-13T12:57:14+05:30,684799,27.10,48.00,4,0
2026-09-13T12:57:17+05:30,686859,27.10,48.00,3,0
2026-09-13T12:57:19+05:30,688919,27.10,48.00,3,0
2026-09-13T12:57:21+05:30,690979,27.10,48.00,4,0
2026-09-13T12:57:23+05:30,693039,27.00,48.00,3,0
2026-09-13T12:57:25+05:30,695099,26.80,48.00,3,0
2026-09-13T12:57:27+05:30,697159,26.70,48.00,3,0
2026-09-13T12:57:29+05:30,699219,26.70,48.00,3,0
2026-09-13T12:57:31+05:30,701279,26.70,48.00,3,0
2026-09-13T12:57:33+05:30,703339,26.70,48.00,3,0
