village_id,village_name,district,date,rainfall_1d,rainfall_3d,rainfall_6d,rainfall_24h,rainfall_intensity,soil_moisture,river_level,elevation,slope,aspect,flow_accumulation,distance_to_river,historical_flood_frequency,forecast_rainfall,land_use,flood_target_N_hours,risk_score,lead_time_hrs
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-04T09:00:00,2.41,11.08,73.44,2.41,0.11,28.99,1.41,2050,28.5,145.0,380.0,45,5,3.23,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-04T12:00:00,2.72,11.31,71.78,2.72,0.3,28.54,1.41,2050,28.5,145.0,380.0,45,5,0.75,Urban Settlement,0,11.1,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-04T15:00:00,3.21,12.3,71.26,3.21,0.67,28.33,1.42,2050,28.5,145.0,380.0,45,5,3.58,Urban Settlement,0,11.3,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-04T18:00:00,3.34,12.38,69.27,3.34,0.1,27.76,1.41,2050,28.5,145.0,380.0,45,5,1.71,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-04T21:00:00,3.46,12.79,68.45,3.46,0.4,27.45,1.42,2050,28.5,145.0,380.0,45,5,2.04,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-05T00:00:00,3.73,11.3,66.79,3.73,0.13,26.9,1.41,2050,28.5,145.0,380.0,45,5,1.35,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-05T03:00:00,5.04,12.2,66.94,5.04,0.79,26.82,1.42,2050,28.5,145.0,380.0,45,5,2.81,Urban Settlement,0,11.3,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-05T06:00:00,5.0,12.42,65.36,5.0,0.14,26.26,1.42,2050,28.5,145.0,380.0,45,5,1.01,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-05T09:00:00,5.18,12.58,64.02,5.18,0.18,25.75,1.41,2050,28.5,145.0,380.0,45,5,0.15,Urban Settlement,0,11.1,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-05T12:00:00,5.15,11.24,62.93,5.15,0.23,25.28,1.41,2050,28.5,145.0,380.0,45,5,1.11,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-05T15:00:00,5.23,12.02,62.86,5.23,0.59,25.11,1.42,2050,28.5,145.0,380.0,45,5,1.96,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-05T18:00:00,7.26,14.22,63.99,7.26,1.23,25.3,1.42,2050,28.5,145.0,380.0,45,5,3.05,Urban Settlement,0,11.3,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-05T21:00:00,6.5,13.44,62.56,6.5,0.07,24.7,1.42,2050,28.5,145.0,380.0,45,5,2.53,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-06T00:00:00,6.75,13.88,61.65,6.75,0.24,24.25,1.42,2050,28.5,145.0,380.0,45,5,3.34,Urban Settlement,0,11.3,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-06T03:00:00,5.45,13.31,60.42,5.45,0.09,23.68,1.42,2050,28.5,145.0,380.0,45,5,2.36,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-06T06:00:00,25.07,32.53,81.18,25.07,9.61,30.54,1.47,2050,28.5,145.0,380.0,45,5,2.58,Urban Settlement,0,12.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-06T09:00:00,24.81,32.39,79.45,24.81,0.05,29.92,1.46,2050,28.5,145.0,380.0,45,5,3.75,Urban Settlement,0,11.5,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-06T12:00:00,24.39,32.26,77.76,24.39,0.04,29.3,1.45,2050,28.5,145.0,380.0,45,5,3.7,Urban Settlement,0,11.5,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-06T15:00:00,24.24,32.68,77.22,24.24,0.6,29.07,1.45,2050,28.5,145.0,380.0,45,5,3.27,Urban Settlement,0,11.5,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-06T18:00:00,22.44,33.04,76.01,22.44,0.21,28.58,1.45,2050,28.5,145.0,380.0,45,5,0.37,Urban Settlement,0,11.3,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-06T21:00:00,23.49,33.46,75.63,23.49,0.65,28.38,1.44,2050,28.5,145.0,380.0,45,5,1.36,Urban Settlement,0,11.4,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-07T00:00:00,23.19,33.67,74.27,23.19,0.13,27.82,1.44,2050,28.5,145.0,380.0,45,5,3.55,Urban Settlement,0,11.4,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-07T03:00:00,23.78,34.26,74.98,23.78,0.37,27.47,1.44,2050,28.5,145.0,380.0,45,5,0.65,Urban Settlement,0,11.3,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-07T06:00:00,5.12,35.19,46.19,5.12,0.54,27.27,1.44,2050,28.5,145.0,380.0,45,5,0.41,Urban Settlement,0,11.3,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-07T09:00:00,17.13,47.12,58.2,17.13,6.45,31.2,1.47,2050,28.5,145.0,380.0,45,5,2.77,Urban Settlement,0,12.0,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-07T12:00:00,17.61,47.15,58.45,17.61,0.31,30.76,1.46,2050,28.5,145.0,380.0,45,5,0.95,Urban Settlement,0,11.4,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-07T15:00:00,16.71,46.18,58.48,16.71,0.11,30.19,1.45,2050,28.5,145.0,380.0,45,5,3.4,Urban Settlement,0,11.5,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-07T18:00:00,16.85,46.54,58.93,16.85,0.26,29.75,1.45,2050,28.5,145.0,380.0,45,5,1.47,Urban Settlement,0,11.4,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-07T21:00:00,15.82,45.81,58.6,15.82,0.1,29.16,1.44,2050,28.5,145.0,380.0,45,5,1.57,Urban Settlement,0,11.3,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-08T00:00:00,16.76,46.69,58.0,16.76,0.67,28.95,1.44,2050,28.5,145.0,380.0,45,5,2.01,Urban Settlement,0,11.4,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-08T03:00:00,16.42,45.64,57.84,16.42,0.22,28.47,1.44,2050,28.5,145.0,380.0,45,5,2.89,Urban Settlement,0,11.4,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-08T06:00:00,37.59,67.78,80.2,37.59,10.66,36.28,1.5,2050,28.5,145.0,380.0,45,5,3.76,Urban Settlement,0,12.8,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-08T09:00:00,27.09,69.03,81.62,27.09,0.82,36.24,1.49,2050,28.5,145.0,380.0,45,5,0.06,Urban Settlement,0,11.6,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-08T12:00:00,27.92,69.92,81.17,27.92,0.82,36.11,1.49,2050,28.5,145.0,380.0,45,5,3.85,Urban Settlement,0,11.7,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-08T15:00:00,28.72,69.68,81.69,28.72,0.51,35.85,1.48,2050,28.5,145.0,380.0,45,5,3.4,Urban Settlement,0,11.7,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-08T18:00:00,28.36,67.65,81.87,28.36,0.11,35.27,1.47,2050,28.5,145.0,380.0,45,5,3.74,Urban Settlement,0,11.6,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-08T21:00:00,28.82,68.13,81.57,28.82,0.29,34.86,1.47,2050,28.5,145.0,380.0,45,5,2.46,Urban Settlement,0,11.5,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-09T00:00:00,30.08,70.02,83.91,30.08,1.28,35.12,1.47,2050,28.5,145.0,380.0,45,5,3.51,Urban Settlement,0,11.6,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-09T03:00:00,30.33,70.53,83.84,30.33,0.39,34.74,1.46,2050,28.5,145.0,380.0,45,5,1.44,Urban Settlement,0,11.5,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-09T06:00:00,8.14,50.85,83.38,8.14,0.1,34.16,1.45,2050,28.5,145.0,380.0,45,5,3.47,Urban Settlement,0,11.5,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-09T09:00:00,7.81,52.04,84.43,7.81,0.67,33.99,1.45,2050,28.5,145.0,380.0,45,5,3.19,Urban Settlement,0,11.5,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-09T12:00:00,6.98,52.51,84.77,6.98,0.31,33.55,1.45,2050,28.5,145.0,380.0,45,5,3.56,Urban Settlement,0,11.5,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-09T15:00:00,6.19,51.62,84.3,6.19,0.1,32.98,1.44,2050,28.5,145.0,380.0,45,5,2.31,Urban Settlement,0,11.4,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-09T18:00:00,6.01,51.22,84.25,6.01,0.01,32.34,1.44,2050,28.5,145.0,380.0,45,5,1.15,Urban Settlement,0,11.3,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-09T21:00:00,5.85,50.49,83.95,5.85,0.21,31.87,1.44,2050,28.5,145.0,380.0,45,5,3.29,Urban Settlement,0,11.4,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-10T00:00:00,3.67,50.5,84.17,3.67,0.12,31.31,1.43,2050,28.5,145.0,380.0,45,5,3.08,Urban Settlement,0,11.3,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-10T03:00:00,3.08,49.83,84.1,3.08,0.06,30.71,1.43,2050,28.5,145.0,380.0,45,5,0.21,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-10T06:00:00,3.3,49.03,84.22,3.3,0.22,30.21,1.43,2050,28.5,145.0,380.0,45,5,2.9,Urban Settlement,0,11.3,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-10T09:00:00,3.97,38.88,85.99,3.97,0.97,30.29,1.43,2050,28.5,145.0,380.0,45,5,3.18,Urban Settlement,0,11.4,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-10T12:00:00,3.59,38.49,85.63,3.59,0.08,29.71,1.43,2050,28.5,145.0,380.0,45,5,0.1,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-10T15:00:00,5.09,40.01,86.19,5.09,0.96,29.71,1.43,2050,28.5,145.0,380.0,45,5,1.64,Urban Settlement,0,11.3,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-10T18:00:00,5.18,39.54,86.09,5.18,0.05,29.1,1.43,2050,28.5,145.0,380.0,45,5,2.2,Urban Settlement,0,11.3,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-10T21:00:00,5.36,40.04,85.85,5.36,0.32,28.7,1.42,2050,28.5,145.0,380.0,45,5,3.82,Urban Settlement,0,11.3,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-11T00:00:00,5.83,39.58,86.27,5.83,0.38,28.31,1.42,2050,28.5,145.0,380.0,45,5,1.68,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-11T03:00:00,5.86,39.27,84.92,5.86,0.08,27.72,1.42,2050,28.5,145.0,380.0,45,5,0.06,Urban Settlement,0,11.1,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-11T06:00:00,5.52,16.96,84.74,5.52,0.03,27.09,1.42,2050,28.5,145.0,380.0,45,5,3.42,Urban Settlement,0,11.3,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-11T09:00:00,4.21,15.99,85.02,4.21,0.3,26.68,1.42,2050,28.5,145.0,380.0,45,5,1.97,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-11T12:00:00,4.38,14.94,84.86,4.38,0.17,26.16,1.42,2050,28.5,145.0,380.0,45,5,1.59,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-11T15:00:00,3.15,14.44,84.11,3.15,0.23,25.7,1.42,2050,28.5,145.0,380.0,45,5,1.5,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-11T18:00:00,3.57,14.75,82.4,3.57,0.3,25.25,1.42,2050,28.5,145.0,380.0,45,5,2.63,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-11T21:00:00,3.0,14.22,82.35,3.0,0.05,24.63,1.41,2050,28.5,145.0,380.0,45,5,0.11,Urban Settlement,0,11.1,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-12T00:00:00,2.76,12.26,82.29,2.76,0.25,24.16,1.41,2050,28.5,145.0,380.0,45,5,1.55,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-12T03:00:00,3.16,12.09,82.63,3.16,0.29,23.71,1.41,2050,28.5,145.0,380.0,45,5,3.77,Urban Settlement,0,11.3,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-12T06:00:00,3.35,12.17,63.02,3.35,0.15,23.16,1.41,2050,28.5,145.0,380.0,45,5,0.78,Urban Settlement,0,11.1,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-12T09:00:00,2.75,10.92,62.96,2.75,0.02,22.52,1.41,2050,28.5,145.0,380.0,45,5,0.38,Urban Settlement,0,11.1,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-12T12:00:00,3.01,10.97,63.48,3.01,0.3,22.1,1.41,2050,28.5,145.0,380.0,45,5,3.38,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-12T15:00:00,2.52,10.77,62.39,2.52,0.01,21.46,1.41,2050,28.5,145.0,380.0,45,5,0.47,Urban Settlement,0,11.1,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-12T18:00:00,2.63,11.38,62.6,2.63,0.36,21.04,1.41,2050,28.5,145.0,380.0,45,5,2.94,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-12T21:00:00,3.39,11.76,62.26,3.39,0.41,20.72,1.41,2050,28.5,145.0,380.0,45,5,3.0,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-13T00:00:00,3.79,12.39,62.89,3.79,0.44,20.39,1.41,2050,28.5,145.0,380.0,45,5,1.49,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-13T03:00:00,4.04,13.05,62.88,4.04,0.46,20.04,1.41,2050,28.5,145.0,380.0,45,5,3.43,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-13T06:00:00,4.08,12.95,61.98,4.08,0.17,19.5,1.41,2050,28.5,145.0,380.0,45,5,0.41,Urban Settlement,0,11.1,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-13T09:00:00,5.26,12.21,51.09,5.26,0.7,19.31,1.41,2050,28.5,145.0,380.0,45,5,1.28,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-13T12:00:00,5.85,13.23,51.72,5.85,0.54,19.11,1.42,2050,28.5,145.0,380.0,45,5,3.62,Urban Settlement,0,11.3,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-13T15:00:00,5.88,11.56,51.57,5.88,0.03,18.48,1.41,2050,28.5,145.0,380.0,45,5,3.8,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-13T18:00:00,5.7,11.91,51.45,5.7,0.23,18.0,1.41,2050,28.5,145.0,380.0,45,5,1.17,Urban Settlement,0,11.1,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-13T21:00:00,5.06,11.46,51.5,5.06,0.12,18.0,1.41,2050,28.5,145.0,380.0,45,5,3.17,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-14T00:00:00,5.01,11.57,51.15,5.01,0.43,18.0,1.41,2050,28.5,145.0,380.0,45,5,0.23,Urban Settlement,0,11.1,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-14T03:00:00,4.65,11.84,51.11,4.65,0.24,18.0,1.41,2050,28.5,145.0,380.0,45,5,1.4,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-14T06:00:00,4.42,11.84,28.81,4.42,0.04,18.0,1.41,2050,28.5,145.0,380.0,45,5,2.47,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-14T09:00:00,3.25,11.26,27.25,3.25,0.03,18.0,1.41,2050,28.5,145.0,380.0,45,5,0.29,Urban Settlement,0,11.1,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-14T12:00:00,2.97,11.83,26.77,2.97,0.42,18.0,1.41,2050,28.5,145.0,380.0,45,5,0.34,Urban Settlement,0,11.1,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-14T15:00:00,5.19,13.59,28.03,5.19,1.15,18.21,1.42,2050,28.5,145.0,380.0,45,5,3.25,Urban Settlement,0,11.3,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-14T18:00:00,6.28,14.62,29.37,6.28,0.87,18.14,1.42,2050,28.5,145.0,380.0,45,5,1.51,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-14T21:00:00,6.12,14.57,28.79,6.12,0.02,18.0,1.42,2050,28.5,145.0,380.0,45,5,1.7,Urban Settlement,0,11.2,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-15T00:00:00,6.55,15.35,27.62,6.55,0.65,18.0,1.42,2050,28.5,145.0,380.0,45,5,0.05,Urban Settlement,0,11.1,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-15T03:00:00,6.46,15.14,27.24,6.46,0.16,18.0,1.42,2050,28.5,145.0,380.0,45,5,0.47,Urban Settlement,0,11.1,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-15T06:00:00,6.94,15.44,27.61,6.94,0.3,18.0,1.42,2050,28.5,145.0,380.0,45,5,3.85,Urban Settlement,0,11.3,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-15T09:00:00,7.13,15.65,26.57,7.13,0.14,18.0,1.41,2050,28.5,145.0,380.0,45,5,0.89,Urban Settlement,0,11.1,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-15T12:00:00,37.3,46.12,57.09,37.3,14.18,29.09,1.5,2050,28.5,145.0,380.0,45,5,3.56,Urban Settlement,0,12.6,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-15T15:00:00,35.43,46.5,57.27,35.43,0.18,28.59,1.49,2050,28.5,145.0,380.0,45,5,2.22,Urban Settlement,0,11.6,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-15T18:00:00,35.71,47.7,59.08,35.71,1.0,28.64,1.48,2050,28.5,145.0,380.0,45,5,2.78,Urban Settlement,0,11.7,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-15T21:00:00,35.98,47.16,58.93,35.98,0.17,28.11,1.47,2050,28.5,145.0,380.0,45,5,3.6,Urban Settlement,0,11.6,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-16T00:00:00,34.77,46.32,58.72,34.77,0.01,27.46,1.47,2050,28.5,145.0,380.0,45,5,3.56,Urban Settlement,0,11.5,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-16T03:00:00,34.75,45.86,58.91,34.75,0.16,26.94,1.46,2050,28.5,145.0,380.0,45,5,0.75,Urban Settlement,0,11.4,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-16T06:00:00,34.53,45.89,58.84,34.53,0.18,26.41,1.45,2050,28.5,145.0,380.0,45,5,0.31,Urban Settlement,0,11.4,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-16T09:00:00,36.21,46.59,58.81,36.21,1.07,26.49,1.45,2050,28.5,145.0,380.0,45,5,2.14,Urban Settlement,0,11.5,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-16T12:00:00,5.33,45.6,58.83,5.33,0.11,25.91,1.45,2050,28.5,145.0,380.0,45,5,0.65,Urban Settlement,0,11.3,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-16T15:00:00,6.21,46.82,58.38,6.21,0.75,25.74,1.45,2050,28.5,145.0,380.0,45,5,2.9,Urban Settlement,0,11.4,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-16T18:00:00,4.88,46.87,58.78,4.88,0.29,25.28,1.44,2050,28.5,145.0,380.0,45,5,3.46,Urban Settlement,0,11.4,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-16T21:00:00,20.86,62.97,74.43,20.86,9.32,30.79,1.48,2050,28.5,145.0,380.0,45,5,3.95,Urban Settlement,0,12.3,12.0
VIL_001,Manali Urban (Old Manali),Kullu,2024-05-17T00:00:00,20.93,62.24,73.81,20.93,0.04,30.17,1.47,2050,28.5,145.0,380.0,45,5,3.88,Urban Settlement,0,11.6,12.0
