timestamp,village_id,village_name,district,rain_accum_1h,rain_accum_3h,rain_accum_6h,rain_accum_24h,rain_intensity_max_1h,rain_rate_of_change,forecast_rain_next_6h,soil_moisture_pct,soil_saturation_ratio,river_water_level_m,river_level_rise_rate_1h,upstream_gauge_delta_2h,elevation_m,slope_deg,twi,dist_to_river_m,catchment_area_km2,drainage_density_km_km2,scs_curve_number,danger_stage_m,risk_score,lead_time_hrs,flash_flood_3_6h
2024-05-06T15:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.03,0.24,3.18,12.29,0.09,-1.03,1.14,75.37,0.754,1.47,-0.009,-0.014,2050,28.5,7.2,45,380.0,2.8,82,4.8,12.0,12.0,0
2024-05-06T18:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.39,1.31,2.78,14.52,0.44,0.36,0.65,75.36,0.754,1.47,-0.002,0.054,2050,28.5,7.2,45,380.0,2.8,82,4.8,12.3,12.0,0
2024-05-06T21:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.02,1.19,3.99,18.52,0.47,-0.92,6.22,75.71,0.757,1.47,-0.003,-0.002,2050,28.5,7.2,45,380.0,2.8,82,4.8,12.3,12.0,0
2024-05-07T00:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.22,3.29,6.48,20.17,1.1,-0.88,0.95,76.77,0.768,1.48,0.01,0.023,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.1,12.0,0
2024-05-07T03:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.03,2.33,7.1,27.17,0.83,0.49,1.79,78.01,0.78,1.48,0.003,-0.002,2050,28.5,7.2,45,380.0,2.8,82,4.8,12.8,12.0,0
2024-05-07T06:00:00,VIL_001,Manali Urban (Old Manali),Kullu,22.38,58.32,109.43,247.07,26.82,0.6,140.57,98.5,0.985,1.85,0.374,0.481,2050,28.5,7.2,45,380.0,2.8,82,4.8,43.1,12.0,0
2024-05-07T09:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.2,2.61,6.97,22.85,0.97,-0.31,4.96,98.5,0.985,1.81,-0.038,0.072,2050,28.5,7.2,45,380.0,2.8,82,4.8,15.4,12.0,0
2024-05-07T12:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.09,1.62,4.68,17.3,0.55,0.14,2.48,98.5,0.985,1.77,-0.04,0.108,2050,28.5,7.2,45,380.0,2.8,82,4.8,14.6,12.0,0
2024-05-07T15:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.45,1.67,7.56,26.5,0.66,0.54,3.35,98.5,0.985,1.74,-0.035,0.089,2050,28.5,7.2,45,380.0,2.8,82,4.8,14.4,12.0,0
2024-05-07T18:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.73,2.03,3.79,12.85,0.85,-1.91,7.76,98.5,0.985,1.71,-0.029,0.086,2050,28.5,7.2,45,380.0,2.8,82,4.8,14.4,12.0,0
2024-05-07T21:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.5,2.7,6.94,18.54,0.91,0.06,8.0,98.5,0.985,1.69,-0.021,0.039,2050,28.5,7.2,45,380.0,2.8,82,4.8,14.6,12.0,0
2024-05-08T00:00:00,VIL_001,Manali Urban (Old Manali),Kullu,1.54,6.3,16.07,45.56,2.21,-1.27,7.63,98.5,0.985,1.7,0.006,0.049,2050,28.5,7.2,45,380.0,2.8,82,4.8,16.4,12.0,0
2024-05-08T03:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.25,2.67,7.9,21.67,0.91,0.04,6.18,98.5,0.985,1.68,-0.019,0.126,2050,28.5,7.2,45,380.0,2.8,82,4.8,14.5,12.0,0
2024-05-08T06:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.2,2.17,6.71,25.29,0.78,0.45,5.63,98.5,0.985,1.66,-0.02,0.088,2050,28.5,7.2,45,380.0,2.8,82,4.8,14.2,12.0,0
2024-05-08T09:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.06,0.21,2.13,11.77,0.08,0.69,2.79,98.31,0.983,1.63,-0.031,-0.005,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.0,12.0,0
2024-05-08T12:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.19,1.7,6.16,23.91,0.67,-1.9,3.67,98.5,0.985,1.61,-0.017,0.012,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.6,12.0,0
2024-05-08T15:00:00,VIL_001,Manali Urban (Old Manali),Kullu,1.06,3.73,9.89,24.63,1.26,-1.3,2.77,98.5,0.985,1.61,-0.002,0.058,2050,28.5,7.2,45,380.0,2.8,82,4.8,14.6,12.0,0
2024-05-08T18:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.61,3.6,7.34,18.45,1.21,-0.73,1.42,98.5,0.985,1.6,-0.002,-0.008,2050,28.5,7.2,45,380.0,2.8,82,4.8,14.5,12.0,0
2024-05-08T21:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.03,1.45,3.64,12.37,0.53,-0.3,6.4,98.5,0.985,1.59,-0.016,0.015,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.4,12.0,0
2024-05-09T00:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.27,3.31,10.57,23.99,1.17,0.41,1.48,98.5,0.985,1.59,-0.002,0.067,2050,28.5,7.2,45,380.0,2.8,82,4.8,14.3,12.0,0
2024-05-09T03:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.06,1.62,6.0,17.64,0.59,0.65,7.16,98.5,0.985,1.57,-0.013,-0.035,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.4,12.0,0
2024-05-09T06:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.19,0.82,3.72,14.58,0.29,-0.96,0.16,98.5,0.985,1.56,-0.017,-0.064,2050,28.5,7.2,45,380.0,2.8,82,4.8,12.9,12.0,0
2024-05-09T09:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.1,1.26,2.86,16.98,0.47,0.86,3.99,98.5,0.985,1.55,-0.012,0.044,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.0,12.0,0
2024-05-09T12:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.02,1.82,7.01,20.6,0.62,-1.08,5.17,98.5,0.985,1.54,-0.007,-0.053,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.3,12.0,0
2024-05-09T15:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.23,3.55,9.42,23.58,1.21,-0.66,1.29,98.5,0.985,1.54,0.006,0.0,2050,28.5,7.2,45,380.0,2.8,82,4.8,14.1,12.0,0
2024-05-09T18:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.06,0.67,5.68,13.46,0.24,0.07,0.9,98.5,0.985,1.53,-0.014,0.003,2050,28.5,7.2,45,380.0,2.8,82,4.8,12.6,12.0,0
2024-05-09T21:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.14,2.95,9.4,23.77,1.02,0.33,4.45,98.5,0.985,1.53,0.003,0.037,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.8,12.0,0
2024-05-10T00:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.23,2.9,6.16,17.44,1.05,-1.83,0.92,98.5,0.985,1.53,0.002,0.028,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.8,12.0,0
2024-05-10T03:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.25,2.41,5.1,17.0,0.89,-0.35,1.08,98.5,0.985,1.53,-0.002,0.001,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.5,12.0,0
2024-05-10T06:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.02,1.01,5.87,15.98,0.38,0.33,3.77,98.5,0.985,1.52,-0.011,0.081,2050,28.5,7.2,45,380.0,2.8,82,4.8,12.8,12.0,0
2024-05-10T09:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.14,3.16,9.84,33.24,1.08,-0.03,1.45,98.5,0.985,1.53,0.005,0.033,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.8,12.0,0
2024-05-10T12:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.02,1.77,7.4,17.95,0.68,-0.69,1.31,98.5,0.985,1.52,-0.005,-0.006,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.1,12.0,0
2024-05-10T15:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.45,2.75,6.75,25.37,0.99,-0.45,3.02,98.5,0.985,1.53,0.002,0.09,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.6,12.0,0
2024-05-10T18:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.17,2.68,7.34,18.92,1.05,0.63,7.25,98.5,0.985,1.53,0.001,-0.087,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.6,12.0,0
2024-05-10T21:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.26,3.51,9.45,24.81,1.2,0.31,4.27,98.5,0.985,1.53,0.007,0.094,2050,28.5,7.2,45,380.0,2.8,82,4.8,14.1,12.0,0
2024-05-11T00:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.61,2.03,5.21,14.45,0.78,-0.13,6.1,98.5,0.985,1.53,-0.004,-0.006,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.3,12.0,0
2024-05-11T03:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.57,3.93,7.63,26.95,1.34,1.09,1.2,98.5,0.985,1.54,0.009,0.013,2050,28.5,7.2,45,380.0,2.8,82,4.8,14.3,12.0,0
2024-05-11T06:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.07,2.34,7.42,24.66,0.87,-0.97,1.45,98.5,0.985,1.54,-0.002,-0.041,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.5,12.0,0
2024-05-11T09:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.65,2.88,7.5,27.86,0.99,-0.02,4.89,98.5,0.985,1.54,0.001,0.158,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.8,12.0,0
2024-05-11T12:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.0,2.81,7.88,25.7,1.11,-0.99,4.61,98.5,0.985,1.54,0.001,0.049,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.7,12.0,0
2024-05-11T15:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.25,2.86,9.83,32.73,1.04,2.34,3.19,98.5,0.985,1.54,0.001,0.052,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.8,12.0,0
2024-05-11T18:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.02,2.45,4.43,13.75,0.88,0.62,2.77,98.5,0.985,1.54,-0.002,0.025,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.6,12.0,0
2024-05-11T21:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.12,1.66,4.1,14.46,0.57,-0.21,3.35,98.5,0.985,1.53,-0.007,-0.051,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.1,12.0,0
2024-05-12T00:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.67,3.47,9.41,20.86,1.31,-0.47,0.68,98.5,0.985,1.54,0.006,-0.024,2050,28.5,7.2,45,380.0,2.8,82,4.8,14.1,12.0,0
2024-05-12T03:00:00,VIL_001,Manali Urban (Old Manali),Kullu,1.56,5.84,10.84,32.85,2.03,-0.31,1.53,98.5,0.985,1.56,0.021,0.06,2050,28.5,7.2,45,380.0,2.8,82,4.8,15.4,12.0,0
2024-05-12T06:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.01,1.72,3.43,16.84,0.63,-2.85,3.21,98.5,0.985,1.55,-0.009,0.07,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.3,12.0,0
2024-05-12T09:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.22,1.12,6.33,25.27,0.4,0.63,3.27,98.5,0.985,1.54,-0.012,-0.056,2050,28.5,7.2,45,380.0,2.8,82,4.8,12.9,12.0,0
2024-05-12T12:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.01,2.17,7.19,16.15,0.75,0.52,0.16,98.5,0.985,1.53,-0.003,-0.037,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.4,12.0,0
2024-05-12T15:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.03,0.61,4.37,12.47,0.21,0.61,6.85,98.5,0.985,1.52,-0.013,-0.042,2050,28.5,7.2,45,380.0,2.8,82,4.8,12.5,12.0,0
2024-05-12T18:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.48,3.25,6.87,18.64,1.28,0.13,3.37,98.5,0.985,1.53,0.006,-0.034,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.9,12.0,0
2024-05-12T21:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.6,2.59,5.96,17.68,0.97,0.56,3.28,98.5,0.985,1.53,0.001,-0.048,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.6,12.0,0
2024-05-13T00:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.22,1.45,7.35,25.33,0.5,-0.24,7.16,98.5,0.985,1.52,-0.007,0.068,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.0,12.0,0
2024-05-13T03:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.43,1.2,3.5,14.19,0.49,-0.82,6.68,98.5,0.985,1.51,-0.008,-0.01,2050,28.5,7.2,45,380.0,2.8,82,4.8,12.8,12.0,0
2024-05-13T06:00:00,VIL_001,Manali Urban (Old Manali),Kullu,1.12,3.44,7.55,16.82,1.35,-0.0,2.19,98.5,0.985,1.52,0.008,-0.018,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.9,12.0,0
2024-05-13T09:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.22,3.06,6.53,14.51,1.05,1.42,5.32,98.5,0.985,1.53,0.005,0.106,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.8,12.0,0
2024-05-13T12:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.05,1.39,4.42,15.95,0.47,0.32,0.66,98.5,0.985,1.52,-0.007,-0.024,2050,28.5,7.2,45,380.0,2.8,82,4.8,12.9,12.0,0
2024-05-13T15:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.25,1.82,4.71,14.64,0.69,0.37,3.81,98.5,0.985,1.51,-0.003,-0.071,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.1,12.0,0
2024-05-13T18:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.29,2.96,6.41,14.47,1.04,-0.78,3.97,98.5,0.985,1.52,0.005,0.032,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.7,12.0,0
2024-05-13T21:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.25,2.95,5.84,13.76,1.13,1.78,3.48,98.5,0.985,1.52,0.004,0.024,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.7,12.0,0
2024-05-14T00:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.08,2.6,8.15,21.19,0.97,-0.93,7.34,98.5,0.985,1.52,0.001,0.011,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.5,12.0,0
2024-05-14T03:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.04,1.44,3.52,14.25,0.56,0.62,5.27,98.5,0.985,1.52,-0.007,0.044,2050,28.5,7.2,45,380.0,2.8,82,4.8,12.9,12.0,0
2024-05-14T06:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.32,1.58,5.28,14.28,0.63,0.23,1.44,98.5,0.985,1.51,-0.005,0.024,2050,28.5,7.2,45,380.0,2.8,82,4.8,13.0,12.0,0
2024-05-14T09:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.23,0.69,4.73,13.98,0.27,0.93,6.76,98.5,0.985,1.5,-0.01,0.002,2050,28.5,7.2,45,380.0,2.8,82,4.8,12.5,12.0,0
2024-05-14T12:00:00,VIL_001,Manali Urban (Old Manali),Kullu,0.1,0.38,3.67,10.83,0.13,0.02,2.72,98.5,0.985,1.49,-0.011,-0.021,2050,28.5,7.2,45,380.0,2.8,82,4.8,12.2,12.0,0
