state_name,district,latitude,longitude,elevation_m,status,terrain_class,terrain_data_source
Gujarat,Surendranagar,22.825462,71.62139,73.0,success,non_hilly,SRTM30m
Gujarat,Vadodara,22.317956,73.304845,44.0,success,non_hilly,SRTM30m
Gujarat,Valsad,20.43527,73.14595,89.0,success,non_hilly,SRTM30m
Gujarat,Tapi,21.188671,73.555485,103.0,success,non_hilly,SRTM30m
Gujarat,Chhotaudepur,22.222774,73.777916,95.0,success,non_hilly,SRTM30m
Gujarat,Mahisagar,23.191634,73.657304,101.0,success,non_hilly,SRTM30m
Gujarat,Arvalli,23.484486,73.39868,167.0,success,non_hilly,SRTM30m
Gujarat,Morbi,22.802514,70.884662,61.0,success,non_hilly,SRTM30m
Gujarat,Devbhumi Dwarka,22.14747,69.425681,36.0,success,non_hilly,SRTM30m
Gujarat,Gir Somnath,20.995172,70.682064,104.0,success,non_hilly,SRTM30m
Gujarat,Botad,22.046786,71.675633,67.0,success,non_hilly,SRTM30m
Himachal Pradesh,Bilaspur,31.402383,76.640379,623.0,success,hilly,SRTM30m
Himachal Pradesh,Chamba,32.693095,76.165078,2300.0,success,hilly,SRTM30m
Himachal Pradesh,Hamirpur,31.653989,76.540373,755.0,success,hilly,SRTM30m
Himachal Pradesh,Kangra,32.075971,76.300054,809.0,success,hilly,SRTM30m
Himachal Pradesh,Kinnaur,31.591916,78.332833,2803.0,success,hilly,SRTM30m
Himachal Pradesh,Kullu,31.877796,77.450549,3692.0,success,hilly,SRTM30m
Himachal Pradesh,Lahul And Spiti,32.501624,77.578993,4489.0,success,hilly,SRTM30m
Himachal Pradesh,Mandi,31.651535,77.009086,1496.0,success,hilly,SRTM30m
Himachal Pradesh,Shimla,31.239696,77.712694,1923.0,success,hilly,SRTM30m
Himachal Pradesh,Sirmaur,30.699347,77.44934,1531.0,success,hilly,SRTM30m
Himachal Pradesh,Solan,31.056641,76.849896,928.0,success,hilly,SRTM30m
Himachal Pradesh,Una,31.583109,76.235688,480.0,success,non_hilly,SRTM30m
Haryana,Ambala,30.343491,76.950246,281.0,success,non_hilly,SRTM30m
Haryana,Bhiwani,28.732235,75.893368,221.0,success,non_hilly,SRTM30m
Haryana,Faridabad,28.356718,77.326396,202.0,success,non_hilly,SRTM30m
Haryana,Fatehabad,29.53536,75.575095,214.0,success,non_hilly,SRTM30m
Haryana,Gurugram,28.37021,76.941873,242.0,success,non_hilly,SRTM30m
Haryana,Hisar,29.239554,75.817576,216.0,success,non_hilly,SRTM30m
Haryana,Jhajjar,28.597664,76.650942,214.0,success,non_hilly,SRTM30m
Haryana,Jind,29.450225,76.235041,225.0,success,non_hilly,SRTM30m
Haryana,Kaithal,29.853611,76.468939,238.0,success,non_hilly,SRTM30m
Haryana,Karnal,29.704674,76.915945,247.0,success,non_hilly,SRTM30m
Haryana,Kurukshetra,30.060721,76.76308,253.0,success,non_hilly,SRTM30m
Haryana,Mahendragarh,28.133108,76.168054,291.0,success,non_hilly,SRTM30m
Haryana,Panchkula,30.699647,76.987661,598.0,success,hilly,SRTM30m
Haryana,Panipat,29.347831,76.887045,234.0,success,non_hilly,SRTM30m
Haryana,Rewari,28.218388,76.581406,241.0,success,non_hilly,SRTM30m
Haryana,Rohtak,28.890426,76.587099,224.0,success,non_hilly,SRTM30m
Haryana,Sirsa,29.607688,74.902191,198.0,success,non_hilly,SRTM30m
Haryana,Sonipat,29.041419,76.9227,225.0,success,non_hilly,SRTM30m
Haryana,Yamunanagar,30.212838,77.287524,285.0,success,non_hilly,SRTM30m
Haryana,Nuh,27.993493,77.040841,189.0,success,non_hilly,SRTM30m
Haryana,Palwal,28.059649,77.322736,193.0,success,non_hilly,SRTM30m
Haryana,Charki Dadri,28.600137,76.112524,226.0,success,non_hilly,SRTM30m
Jharkhand,Bokaro,23.69908,85.990717,271.0,success,non_hilly,SRTM30m
Jharkhand,Chatra,24.096834,84.867588,473.0,success,non_hilly,SRTM30m
Jharkhand,Deoghar,24.330059,86.719575,241.0,success,non_hilly,SRTM30m
Jharkhand,Dhanbad,23.84473,86.461645,231.0,success,non_hilly,SRTM30m
Jharkhand,Dumka,24.317326,87.275155,162.0,success,non_hilly,SRTM30m
Jharkhand,East Singhbum,22.613899,86.382505,192.0,success,non_hilly,SRTM30m
Jharkhand,Garhwa,24.053084,83.653081,334.0,success,non_hilly,SRTM30m
Jharkhand,Giridih,24.331812,86.160541,360.0,success,non_hilly,SRTM30m
Jharkhand,Godda,24.864342,87.298523,99.0,success,non_hilly,SRTM30m
Jharkhand,Gumla,23.158824,84.45994,669.0,success,hilly,SRTM30m
Jharkhand,Hazaribagh,24.088202,85.470583,582.0,success,hilly,SRTM30m
Jharkhand,Jamtara,23.981072,86.923719,185.0,success,non_hilly,SRTM30m
Jharkhand,Koderma,24.542058,85.693667,360.0,success,non_hilly,SRTM30m
Jharkhand,Latehar,23.687152,84.498109,403.0,success,non_hilly,SRTM30m
Jharkhand,Lohardaga,23.477119,84.699208,640.0,success,hilly,SRTM30m
Jharkhand,Pakur,24.532852,87.594399,103.0,success,non_hilly,SRTM30m
Jharkhand,Palamu,24.218802,84.174196,273.0,success,non_hilly,SRTM30m
Jharkhand,Ranchi,23.300599,85.375409,643.0,success,hilly,SRTM30m
Jharkhand,Sahebganj,25.031975,87.69411,199.0,success,non_hilly,SRTM30m
Jharkhand,Saraikela Kharsawan,22.823027,85.919264,336.0,success,non_hilly,SRTM30m
Jharkhand,Simdega,22.589989,84.546481,508.0,success,non_hilly,SRTM30m
Jharkhand,West Singhbhum,22.427733,85.533614,426.0,success,non_hilly,SRTM30m
Jharkhand,Khunti,22.928995,85.281667,588.0,success,hilly,SRTM30m
Jharkhand,Ramgarh,23.692713,85.521281,375.0,success,non_hilly,SRTM30m
Jammu & Kashmir,Anantnag,33.809383,75.254123,1708.0,success,hilly,SRTM30m
Jammu & Kashmir,Budgam,33.90543,74.623683,2306.0,success,hilly,SRTM30m
Jammu & Kashmir,Baramulla,34.170177,74.311758,1599.0,success,hilly,SRTM30m
Jammu & Kashmir,Doda,33.135722,75.602105,849.0,success,hilly,SRTM30m
Jammu & Kashmir,Jammu,32.769719,74.92207,324.0,success,non_hilly,SRTM30m
Jammu & Kashmir,Kathua,32.583164,75.611836,717.0,success,hilly,SRTM30m
Jammu & Kashmir,Kupwara,34.519461,74.221769,1634.0,success,hilly,SRTM30m
Jammu & Kashmir,Poonch,33.768776,74.014548,1129.0,success,hilly,SRTM30m
Jammu & Kashmir,Pulwama,33.940584,75.03431,2172.0,success,hilly,SRTM30m
Jammu & Kashmir,Rajouri,33.267118,74.351474,1128.0,success,hilly,SRTM30m
Jammu & Kashmir,Srinagar,34.116891,74.790205,1581.0,success,hilly,SRTM30m
Jammu & Kashmir,Udhampur,32.907941,75.333379,1822.0,success,hilly,SRTM30m
Jammu & Kashmir,Kishtwar,33.61654,75.879884,4547.0,success,hilly,SRTM30m
Jammu & Kashmir,Ramban,33.316457,75.192927,1111.0,success,hilly,SRTM30m
Jammu & Kashmir,Kulgam,33.620252,74.820857,2404.0,success,hilly,SRTM30m
Jammu & Kashmir,Bandipora,34.448546,74.690014,2396.0,success,hilly,SRTM30m
Jammu & Kashmir,Samba,32.575483,75.121279,350.0,success,non_hilly,SRTM30m
Jammu & Kashmir,Shopian,33.724249,74.778268,2218.0,success,hilly,SRTM30m
Jammu & Kashmir,Ganderbal,34.253916,74.962523,2651.0,success,hilly,SRTM30m
Jammu & Kashmir,Reasi,33.206017,74.856749,859.0,success,hilly,SRTM30m
Karnataka,Bagalkote,16.2904,75.591577,550.0,success,hilly,SRTM30m
Karnataka,Bengaluru Urban,12.945312,77.552189,884.0,success,hilly,SRTM30m
Karnataka,Bengaluru Rural,13.182599,77.339441,901.0,success,hilly,SRTM30m
Karnataka,Belagavi,16.157843,74.888677,554.0,success,hilly,SRTM30m
Karnataka,Ballari,15.198955,76.709084,493.0,success,non_hilly,SRTM30m
Karnataka,Bidar,18.017065,77.248509,587.0,success,hilly,SRTM30m
Karnataka,Vijayapura,16.814492,75.893275,557.0,success,hilly,SRTM30m
Karnataka,Chamarajanagara,11.954363,77.106275,732.0,success,hilly,SRTM30m
Karnataka,Chikkamagaluru,13.405911,75.6387,954.0,success,hilly,SRTM30m
Karnataka,Chitradurga,14.306334,76.528669,645.0,success,hilly,SRTM30m
Karnataka,Dakshina Kannada,12.822725,75.226428,82.0,success,non_hilly,SRTM30m
Karnataka,Davangere,14.369361,75.888397,571.0,success,hilly,SRTM30m
Karnataka,Dharwad,15.370745,75.133239,661.0,success,hilly,SRTM30m
Karnataka,Gadag,15.416033,75.681495,656.0,success,hilly,SRTM30m
Karnataka,Kalaburagi,17.240627,76.770173,431.0,success,non_hilly,SRTM30m
